STORE_NAME,STORE_DESCRIPTION,ADDRESS,CONTACT_NAME,CONTACT_EMAIL,CONTACT_PHONE,REGION_ID
Super San Francisco Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, con mucha afluencia de gente.",Residencial Tapalhuaca,John Doe,email@example.com,+503 7000 0000,227
Abarrotes El Centro Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, aislada de otros comercios.",Residencial Tapalhuaca,John Doe,email@example.com,+503 7000 0000,227
Mercadito Familiar San Jose Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Zacatecoluca,John Doe,email@example.com,+503 7000 0000,32
Supermercado San Carlos Norte,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, sin estacionamiento.",Residencial Zacatecoluca,John Doe,email@example.com,+503 7000 0000,32
Mini Market La Fe Oeste,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con poca afluencia de gente.",Residencial Cinquera,John Doe,email@example.com,+503 7000 0000,136
Wal-Mart,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, con mucha afluencia de gente.",Residencial Cinquera,John Doe,email@example.com,+503 7000 0000,136
Tiendita San Carlos Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, aislada de otros comercios.",Residencial Dolores,John Doe,email@example.com,+503 7000 0000,33
El Rinconcito El Progreso Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con áreas verdes cercanas.",Residencial Dolores,John Doe,email@example.com,+503 7000 0000,33
El Mercadillo El Rosario Norte,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Guacotecti,John Doe,email@example.com,+503 7000 0000,34
Tienda de la Esquina Los Primos Este,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con mucha afluencia de gente.",Residencial Guacotecti,John Doe,email@example.com,+503 7000 0000,34
Despensa de Don Juan,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial Ilobasco,John Doe,email@example.com,+503 7000 0000,35
La Central Los Primos Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial Ilobasco,John Doe,email@example.com,+503 7000 0000,35
Almacen El Buen Gusto Central,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial Jutiapa,John Doe,email@example.com,+503 7000 0000,437
Almacen El Centro Oeste,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial Jutiapa,John Doe,email@example.com,+503 7000 0000,437
La Central Santa Clara Oeste,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial San Isidro,John Doe,email@example.com,+503 7000 0000,228
La Bodega Nuevo Mundo Norte,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con mucha afluencia de gente.",Residencial San Isidro,John Doe,email@example.com,+503 7000 0000,228
La Tiendona La Fe Del Pueblo,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial Sensuntepeque,John Doe,email@example.com,+503 7000 0000,229
Abarrotes El Ahorro Oeste,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial Sensuntepeque,John Doe,email@example.com,+503 7000 0000,229
El Rinconcito La Esperanza Norte,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, con poca afluencia de gente.",Residencial Tejutepeque,John Doe,email@example.com,+503 7000 0000,36
Maxi Ahorro El Rosario Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial Tejutepeque,John Doe,email@example.com,+503 7000 0000,36
Tienda Buen Precio Norte,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, con áreas verdes cercanas.",Residencial Victoria,John Doe,email@example.com,+503 7000 0000,438
El Rinconcito El Milagro Este,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, cerca de otras tiendas.",Residencial Victoria,John Doe,email@example.com,+503 7000 0000,438
Mayorista El Ahorro Central,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Apastepeque,John Doe,email@example.com,+503 7000 0000,230
Supermercado Europa,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, con amplio estacionamiento.",Residencial Apastepeque,John Doe,email@example.com,+503 7000 0000,230
Mayorista San Francisco Sur,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, con poca afluencia de gente.",Residencial Guadalupe,John Doe,email@example.com,+503 7000 0000,137
La Despensa de Don Juan,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, cerca de otras tiendas.",Residencial Guadalupe,John Doe,email@example.com,+503 7000 0000,137
Mercadito San Francisco Oeste,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, con mucha afluencia de gente.",Residencial San Cayetano Istepeque,John Doe,email@example.com,+503 7000 0000,37
Mercado de la Fe Los Ángeles Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con poca afluencia de gente.",Residencial San Cayetano Istepeque,John Doe,email@example.com,+503 7000 0000,37
Tienda de la Esquina El Ahorro Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, con áreas verdes cercanas.",Residencial San Esteban Catarina,John Doe,email@example.com,+503 7000 0000,324
Tienda Familiar San Carlos Este,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial San Esteban Catarina,John Doe,email@example.com,+503 7000 0000,324
Supermercado El Progreso Este,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Ildefonso,John Doe,email@example.com,+503 7000 0000,38
Mercado El Centro San Francisco Este,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial San Ildefonso,John Doe,email@example.com,+503 7000 0000,38
Super Precio El Progreso Sur,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con poca afluencia de gente.",Residencial San Lorenzo,John Doe,email@example.com,+503 7000 0000,439
Super Oferta San Francisco Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con mucha afluencia de gente.",Residencial San Lorenzo,John Doe,email@example.com,+503 7000 0000,439
El Ahorrador San Carlos Oeste,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, aislada de otros comercios.",Residencial San Sebastián,John Doe,email@example.com,+503 7000 0000,231
La Despensa Santa Maria Del Pueblo,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con amplio estacionamiento.",Residencial San Sebastián,John Doe,email@example.com,+503 7000 0000,231
Mercado de la Fe El Milagro Del Pueblo,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Vicente,John Doe,email@example.com,+503 7000 0000,440
Mayorista El Rosario Express,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, aislada de otros comercios.",Residencial San Vicente,John Doe,email@example.com,+503 7000 0000,440
Despensa de Don Juan,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con amplio estacionamiento.",Residencial Santa Clara,John Doe,email@example.com,+503 7000 0000,441
Supermercado Europa,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con amplio estacionamiento.",Residencial Santa Clara,John Doe,email@example.com,+503 7000 0000,441
Supermercado Santa Maria Norte,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial Santo Domingo,John Doe,email@example.com,+503 7000 0000,39
El Almacen El Rosario Norte,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Santo Domingo,John Doe,email@example.com,+503 7000 0000,39
Mercado El Centro El Ahorro Central,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial Tecoluca,John Doe,email@example.com,+503 7000 0000,232
Tienda Familiar San Jose Oeste,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, cerca de otras tiendas.",Residencial Tecoluca,John Doe,email@example.com,+503 7000 0000,232
Bodega de Descuentos San Francisco Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con poca afluencia de gente.",Residencial Tepetitán,John Doe,email@example.com,+503 7000 0000,442
Mercado El Centro El Sol Norte,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, cerca de otras tiendas.",Residencial Tepetitán,John Doe,email@example.com,+503 7000 0000,442
Supermercado El Milagro Del Pueblo,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con poca afluencia de gente.",Residencial Verapaz,John Doe,email@example.com,+503 7000 0000,325
Plaza Market El Rosario Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Verapaz,John Doe,email@example.com,+503 7000 0000,325
El Mercadillo Nuevo Mundo Central,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, aislada de otros comercios.",Residencial Alegría,John Doe,email@example.com,+503 7000 0000,443
La Bodega El Centro Del Pueblo,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial Alegría,John Doe,email@example.com,+503 7000 0000,443
Comercial La Esperanza Sur,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial Berlín,John Doe,email@example.com,+503 7000 0000,40
Super Oferta El Milagro Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Berlín,John Doe,email@example.com,+503 7000 0000,40
Super Selectos,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, aislada de otros comercios.",Residencial California,John Doe,email@example.com,+503 7000 0000,444
El Mercadillo Los Ángeles Oeste,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial California,John Doe,email@example.com,+503 7000 0000,444
Mercado Popular La Esperanza Norte,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con amplio estacionamiento.",Residencial Concepción Batres,John Doe,email@example.com,+503 7000 0000,41
La Central Santa Clara Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, con poca afluencia de gente.",Residencial Concepción Batres,John Doe,email@example.com,+503 7000 0000,41
Bodega de Descuentos El Ahorro Del Pueblo,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial El Triunfo,John Doe,email@example.com,+503 7000 0000,445
Supermercado Los Primos Sur,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, aislada de otros comercios.",Residencial El Triunfo,John Doe,email@example.com,+503 7000 0000,445
Abarrotes La Fortuna Este,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, aislada de otros comercios.",Residencial Ereguayquin,John Doe,email@example.com,+503 7000 0000,326
Supermercado El Buen Gusto Norte,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Ereguayquin,John Doe,email@example.com,+503 7000 0000,326
Plaza Market La Unión Este,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial Estanzuelas,John Doe,email@example.com,+503 7000 0000,446
El Rinconcito El Progreso Express,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, cerca de otras tiendas.",Residencial Estanzuelas,John Doe,email@example.com,+503 7000 0000,446
Mayorista San Jose Del Pueblo,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, con amplio estacionamiento.",Residencial Jiquilisco,John Doe,email@example.com,+503 7000 0000,42
Tienda de la Esquina El Sol Norte,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, con poca afluencia de gente.",Residencial Jiquilisco,John Doe,email@example.com,+503 7000 0000,42
El Rinconcito La Fe Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial Jucuapa,John Doe,email@example.com,+503 7000 0000,43
La Despensa El Buen Gusto Oeste,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Jucuapa,John Doe,email@example.com,+503 7000 0000,43
Tiendita La Esperanza Este,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Jucuarán,John Doe,email@example.com,+503 7000 0000,233
Supermercado Santa Maria Este,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Jucuarán,John Doe,email@example.com,+503 7000 0000,233
El Mercadillo La Fortuna Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial Mercedes Umaña,John Doe,email@example.com,+503 7000 0000,138
El Rinconcito Buen Precio Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Mercedes Umaña,John Doe,email@example.com,+503 7000 0000,138
El Buen Precio La Esperanza Este,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, aislada de otros comercios.",Residencial Nueva Granada,John Doe,email@example.com,+503 7000 0000,327
Supermercado Europa,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, sin estacionamiento.",Residencial Nueva Granada,John Doe,email@example.com,+503 7000 0000,327
Mercadito La Unión Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Ozatlán,John Doe,email@example.com,+503 7000 0000,447
Super Selectos,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Ozatlán,John Doe,email@example.com,+503 7000 0000,447
Plaza Market San Francisco Del Pueblo,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Puerto El Triunfo,John Doe,email@example.com,+503 7000 0000,44
Despensa de Don Juan,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, aislada de otros comercios.",Residencial Puerto El Triunfo,John Doe,email@example.com,+503 7000 0000,44
Distribuidora Santa Maria Express,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, cerca de otras tiendas.",Residencial San Agustín,John Doe,email@example.com,+503 7000 0000,234
Tiendita Buen Precio Norte,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial San Agustín,John Doe,email@example.com,+503 7000 0000,234
Mercado El Centro Santa Maria Express,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, sin estacionamiento.",Residencial San Buena Ventura,John Doe,email@example.com,+503 7000 0000,235
Punto de Venta Los Primos Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial San Buena Ventura,John Doe,email@example.com,+503 7000 0000,235
Tienda San Carlos Oeste,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con mucha afluencia de gente.",Residencial San Dionisio,John Doe,email@example.com,+503 7000 0000,139
La Central El Buen Gusto Del Pueblo,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, con mucha afluencia de gente.",Residencial San Dionisio,John Doe,email@example.com,+503 7000 0000,139
La Central El Centro Express,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial San Francisco Javier,John Doe,email@example.com,+503 7000 0000,328
Tienda de la Esquina El Centro Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, con áreas verdes cercanas.",Residencial San Francisco Javier,John Doe,email@example.com,+503 7000 0000,328
Mayorista El Centro Norte,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Santa Elena,John Doe,email@example.com,+503 7000 0000,329
Punto de Venta El Rosario Del Pueblo,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, cerca de otras tiendas.",Residencial Santa Elena,John Doe,email@example.com,+503 7000 0000,329
La Despensa La Esperanza Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, con áreas verdes cercanas.",Residencial Santa Maria,John Doe,email@example.com,+503 7000 0000,448
El Buen Precio La Unión Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Santa Maria,John Doe,email@example.com,+503 7000 0000,448
Supermercado La Esperanza Norte,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, con poca afluencia de gente.",Residencial Santiago de Maria,John Doe,email@example.com,+503 7000 0000,45
Abarrotes La Esperanza Sur,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, sin estacionamiento.",Residencial Santiago de Maria,John Doe,email@example.com,+503 7000 0000,45
Punto de Venta El Milagro Este,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, cerca de otras tiendas.",Residencial Tecapán,John Doe,email@example.com,+503 7000 0000,330
Tienda La Esperanza Express,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, aislada de otros comercios.",Residencial Tecapán,John Doe,email@example.com,+503 7000 0000,330
Almacen Nuevo Mundo Central,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, cerca de otras tiendas.",Residencial Usulután,John Doe,email@example.com,+503 7000 0000,140
La Despensa Santa Clara Express,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial Usulután,John Doe,email@example.com,+503 7000 0000,140
Super Precio Los Ángeles Norte,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial Carolina,John Doe,email@example.com,+503 7000 0000,449
Almacen Los Primos Norte,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial Carolina,John Doe,email@example.com,+503 7000 0000,449
Despensa de Don Juan,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Chapeltique,John Doe,email@example.com,+503 7000 0000,141
Distribuidora El Buen Gusto Express,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, aislada de otros comercios.",Residencial Chapeltique,John Doe,email@example.com,+503 7000 0000,141
Mercadito Familiar El Sol Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial Chinameca,John Doe,email@example.com,+503 7000 0000,142
Super Buen Precio Express,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial Chinameca,John Doe,email@example.com,+503 7000 0000,142
Tienda Familiar El Sol Norte,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, con amplio estacionamiento.",Residencial Chirilagua,John Doe,email@example.com,+503 7000 0000,450
Supermercado San Jose Sur,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Chirilagua,John Doe,email@example.com,+503 7000 0000,450
Despensa de Don Juan,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Ciudad Barrios,John Doe,email@example.com,+503 7000 0000,46
Super Selectos,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial Ciudad Barrios,John Doe,email@example.com,+503 7000 0000,46
Plaza Market El Rosario Oeste,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Comacarán,John Doe,email@example.com,+503 7000 0000,451
El Buen Precio El Milagro Del Pueblo,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con áreas verdes cercanas.",Residencial Comacarán,John Doe,email@example.com,+503 7000 0000,451
Plaza Market El Ahorro Sur,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial El Transito,John Doe,email@example.com,+503 7000 0000,236
Wal-Mart,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial El Transito,John Doe,email@example.com,+503 7000 0000,236
El Buen Precio Santa Clara Este,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial Lolotique,John Doe,email@example.com,+503 7000 0000,237
Super San Jose Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Lolotique,John Doe,email@example.com,+503 7000 0000,237
Mercado El Centro La Fortuna Norte,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Moncagua,John Doe,email@example.com,+503 7000 0000,143
Despensa de Don Juan,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, con mucha afluencia de gente.",Residencial Moncagua,John Doe,email@example.com,+503 7000 0000,143
El Buen Precio San Carlos Oeste,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, aislada de otros comercios.",Residencial Nueva Guadalupe,John Doe,email@example.com,+503 7000 0000,331
Abarrotes Nuevo Mundo Express,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial Nueva Guadalupe,John Doe,email@example.com,+503 7000 0000,331
Mercado El Centro Los Primos Este,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Nuevo Edén de San Juan,John Doe,email@example.com,+503 7000 0000,238
La Tiendona El Progreso Norte,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Nuevo Edén de San Juan,John Doe,email@example.com,+503 7000 0000,238
Bodega de Descuentos Los Ángeles Este,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Quelepa,John Doe,email@example.com,+503 7000 0000,452
Mercadito Familiar El Milagro Sur,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con mucha afluencia de gente.",Residencial Quelepa,John Doe,email@example.com,+503 7000 0000,452
Distribuidora San Francisco Central,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, con amplio estacionamiento.",Residencial San Antonio,John Doe,email@example.com,+503 7000 0000,47
Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial San Antonio,John Doe,email@example.com,+503 7000 0000,47
La Esquina Buen Precio Del Pueblo,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial San Gerardo,John Doe,email@example.com,+503 7000 0000,48
Wal-Mart,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, aislada de otros comercios.",Residencial San Gerardo,John Doe,email@example.com,+503 7000 0000,48
Despensa de Don Juan,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, con áreas verdes cercanas.",Residencial San Jorge,John Doe,email@example.com,+503 7000 0000,144
El Mercadillo Buen Precio Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial San Jorge,John Doe,email@example.com,+503 7000 0000,144
El Ahorrador La Unión Express,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, cerca de otras tiendas.",Residencial San Luís de La Reina,John Doe,email@example.com,+503 7000 0000,453
Plaza Market El Buen Gusto Sur,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con mucha afluencia de gente.",Residencial San Luís de La Reina,John Doe,email@example.com,+503 7000 0000,453
Punto de Venta La Fe Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial San Miguel,John Doe,email@example.com,+503 7000 0000,49
Plaza Market El Progreso Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial San Miguel,John Doe,email@example.com,+503 7000 0000,49
El Rinconcito San Francisco Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Rafael Oriente,John Doe,email@example.com,+503 7000 0000,454
Wal-Mart,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con poca afluencia de gente.",Residencial San Rafael Oriente,John Doe,email@example.com,+503 7000 0000,454
Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con amplio estacionamiento.",Residencial Sesori,John Doe,email@example.com,+503 7000 0000,332
Mercado Popular El Ahorro Sur,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Sesori,John Doe,email@example.com,+503 7000 0000,332
Mini Market El Buen Gusto Este,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Uluazapa,John Doe,email@example.com,+503 7000 0000,145
El Buen Precio El Ahorro Norte,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial Uluazapa,John Doe,email@example.com,+503 7000 0000,145
La Tiendona Santa Maria Express,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Arambala,John Doe,email@example.com,+503 7000 0000,333
La Esquina Santa Maria Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Arambala,John Doe,email@example.com,+503 7000 0000,333
Super Selectos,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con poca afluencia de gente.",Residencial Cacaopera,John Doe,email@example.com,+503 7000 0000,455
El Almacen El Rosario Del Pueblo,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con mucha afluencia de gente.",Residencial Cacaopera,John Doe,email@example.com,+503 7000 0000,455
Super Oferta Santa Maria Este,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial Chilanga,John Doe,email@example.com,+503 7000 0000,146
Distribuidora Nuevo Mundo Central,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Chilanga,John Doe,email@example.com,+503 7000 0000,146
Super Selectos,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, con mucha afluencia de gente.",Residencial Corinto,John Doe,email@example.com,+503 7000 0000,239
Tienda de la Esquina La Fe Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Corinto,John Doe,email@example.com,+503 7000 0000,239
Supermercado La Fortuna Express,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Delicias de Concepción,John Doe,email@example.com,+503 7000 0000,50
Dollar City,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial Delicias de Concepción,John Doe,email@example.com,+503 7000 0000,50
La Central El Rosario Express,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial El Divisadero,John Doe,email@example.com,+503 7000 0000,240
Super Selectos,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial El Divisadero,John Doe,email@example.com,+503 7000 0000,240
Comercial Los Ángeles Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con poca afluencia de gente.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,241
El Ahorrador La Fortuna Oeste,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, con poca afluencia de gente.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,241
Despensa de Don Juan,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Gualococti,John Doe,email@example.com,+503 7000 0000,334
La Tiendona Nuevo Mundo Del Pueblo,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, con amplio estacionamiento.",Residencial Gualococti,John Doe,email@example.com,+503 7000 0000,334
La Esquina El Sol Norte,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial Guatajiagua,John Doe,email@example.com,+503 7000 0000,456
Mercado Popular La Esperanza Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Guatajiagua,John Doe,email@example.com,+503 7000 0000,456
